id,rating,review,reviewable_id
817,5,cultivate revolutionary platforms,12
818,4,grow extensible markets,1
819,2,seize cross-platform vortals,9
820,2,morph clicks-and-mortar platforms,18
821,3,redefine frictionless web services,3
822,4,target synergistic architectures,12
823,5,strategize distributed schemas,13
824,3,morph seamless action-items,18
825,4,implement distributed eyeballs,3
826,3,redefine impactful convergence,18
827,4,streamline B2B e-commerce,16
828,5,grow magnetic metrics,3
829,4,deliver visionary web-readiness,12
830,5,harness cross-platform partnerships,15
831,4,deliver mission-critical e-business,8
832,1,recontextualize real-time web-readiness,19
833,5,benchmark proactive systems,13
834,4,innovate impactful methodologies,9
835,1,embrace collaborative convergence,12
836,3,strategize cross-platform eyeballs,18
837,2,deploy revolutionary deliverables,9
838,3,harness 24/365 methodologies,18
839,5,redefine killer relationships,3
840,2,envisioneer web-enabled portals,3
841,1,morph mission-critical applications,4
842,4,scale world-class functionalities,20
843,3,extend one-to-one eyeballs,19
844,1,innovate killer ROI,16
845,1,synergize ubiquitous partnerships,10
846,2,revolutionize turn-key synergies,18
847,2,mesh proactive action-items,4
848,5,facilitate value-added bandwidth,18
849,1,engineer e-business markets,13
850,1,drive B2B web-readiness,14
851,1,leverage B2C deliverables,8
852,5,incubate impactful e-markets,12
853,3,incentivize transparent communities,13
854,4,harness compelling e-markets,3
855,5,utilize killer models,3
856,3,exploit e-business networks,19
857,4,drive visionary supply-chains,10
858,2,incentivize virtual methodologies,13
859,2,monetize world-class portals,15
860,2,engineer vertical supply-chains,8
861,4,unleash proactive systems,18
862,5,matrix robust communities,12
863,1,innovate extensible synergies,6
864,3,streamline customized vortals,5
865,4,deploy plug-and-play synergies,5
866,1,e-enable 24/7 deliverables,18
867,2,reinvent clicks-and-mortar synergies,10
868,3,strategize collaborative partnerships,18
869,1,harness leading-edge e-tailers,8
870,5,mesh visionary niches,19
871,3,incubate 24/7 ROI,8
872,4,brand front-end architectures,12
873,2,evolve sticky systems,16
874,5,engineer scalable functionalities,3
875,3,brand proactive channels,4
876,1,exploit strategic web-readiness,12
877,3,revolutionize impactful methodologies,9
878,2,optimize end-to-end infomediaries,9
879,4,generate web-enabled schemas,16
880,4,expedite end-to-end e-services,18
881,3,recontextualize magnetic initiatives,19
882,1,seize dynamic content,16
883,3,evolve frictionless functionalities,7
884,2,embrace visionary deliverables,9
885,3,aggregate viral relationships,5
886,5,productize synergistic infrastructures,3
887,4,matrix compelling synergies,4
888,4,reintermediate B2C markets,8
889,3,matrix integrated convergence,16
890,1,whiteboard intuitive niches,4
891,2,extend out-of-the-box portals,18
892,2,syndicate global e-markets,15
893,4,engage vertical paradigms,19
894,3,embrace revolutionary e-tailers,14
895,1,reintermediate cutting-edge vortals,6
896,4,drive plug-and-play niches,16
897,2,transform collaborative architectures,20
898,5,cultivate interactive infrastructures,19
899,3,deliver robust platforms,6
900,3,syndicate best-of-breed metrics,18
901,2,orchestrate vertical users,7
902,4,embrace distributed mindshare,16
903,2,facilitate cross-platform e-business,1
904,4,extend open-source convergence,11
905,3,empower distributed methodologies,16
906,3,integrate holistic technologies,6
907,4,expedite world-class markets,20
908,5,iterate wireless methodologies,13
909,5,whiteboard sexy web services,20
910,4,enhance web-enabled supply-chains,9
911,4,mesh transparent eyeballs,3
912,4,iterate next-generation applications,19
913,5,cultivate world-class web services,20
914,5,seize intuitive infomediaries,3
915,5,harness e-business communities,12
916,2,expedite viral portals,2
917,2,deliver viral synergies,4
918,4,optimize 24/365 models,6
919,3,scale enterprise experiences,10
920,4,transition next-generation vortals,9
921,5,e-enable mission-critical convergence,11
922,4,evolve global e-business,12
923,3,incubate visionary experiences,18
924,1,cultivate efficient architectures,2
925,5,evolve user-centric vortals,2
926,5,envisioneer seamless markets,9
927,3,e-enable world-class supply-chains,6
928,4,utilize ubiquitous markets,13
929,4,target synergistic e-markets,12
930,1,repurpose holistic vortals,9
931,5,mesh bleeding-edge paradigms,3
932,1,target interactive eyeballs,8
933,2,implement sticky e-commerce,5
934,2,repurpose rich e-services,19
935,1,expedite sexy networks,15
936,5,transform value-added users,14
937,2,implement frictionless e-commerce,14
938,3,aggregate dot-com applications,16
939,2,empower mission-critical functionalities,12
940,2,harness extensible e-commerce,17
941,2,cultivate web-enabled solutions,16
942,4,leverage plug-and-play ROI,6
943,3,incentivize compelling channels,17
944,3,target sticky portals,7
945,4,evolve cutting-edge relationships,14
946,3,productize 24/365 users,8
947,2,architect granular e-commerce,12
948,1,productize bricks-and-clicks channels,5
949,1,enhance B2C interfaces,15
950,3,orchestrate e-business communities,19
951,1,transform enterprise paradigms,11
952,1,enhance best-of-breed synergies,12
953,4,iterate robust supply-chains,8
954,2,unleash next-generation e-services,14
955,2,redefine end-to-end niches,12
956,2,deliver one-to-one vortals,19
957,5,architect revolutionary interfaces,19
958,4,maximize sexy models,12
959,1,reintermediate mission-critical ROI,8
960,5,matrix dot-com web services,20
961,5,orchestrate clicks-and-mortar applications,12
962,4,architect granular action-items,9
963,5,strategize killer communities,10
964,1,iterate impactful systems,4
965,2,morph clicks-and-mortar convergence,3
966,5,aggregate rich bandwidth,3
967,2,orchestrate synergistic e-business,10
968,5,mesh transparent e-tailers,1
969,1,exploit wireless architectures,12
970,2,incentivize integrated e-tailers,20
971,3,incubate bleeding-edge synergies,19
972,1,optimize transparent deliverables,4
973,4,productize turn-key interfaces,7
974,3,architect web-enabled metrics,17
975,2,engineer front-end action-items,15
976,2,redefine virtual partnerships,9
977,1,orchestrate proactive action-items,18
978,2,engineer B2B functionalities,13
979,1,monetize killer e-commerce,12
980,3,monetize 24/365 systems,19
981,3,engage synergistic eyeballs,4
982,1,e-enable dot-com paradigms,11
983,5,deploy dynamic content,18
984,4,evolve best-of-breed applications,2
985,1,strategize compelling niches,19
986,3,synthesize seamless portals,19
987,5,aggregate virtual action-items,4
988,2,deploy interactive paradigms,6
989,4,expedite magnetic bandwidth,17
990,2,enable frictionless partnerships,11
991,5,leverage best-of-breed interfaces,9
992,1,redefine strategic e-commerce,12
993,1,drive enterprise e-commerce,13
994,1,enhance plug-and-play partnerships,14
995,2,integrate proactive eyeballs,15
996,3,cultivate dot-com markets,8
997,2,unleash user-centric web-readiness,19
998,5,target transparent solutions,20
999,4,embrace back-end vortals,7
1000,4,synthesize next-generation markets,4
